      subject           activity tBodyAccmeanX tBodyAccmeanY tBodyAccmeanZ tGravityAccmeanX tGravityAccmeanY tGravityAccmeanZ tBodyAccJerkmeanX tBodyAccJerkmeanY tBodyAccJerkmeanZ tBodyGyromeanX
399   -0.9892348300 -0.9618773000 -0.9793233700     -1.069224e-01     -1.298535e-01      1.904652e-02     -9.877379e-01     -9.713738e-01     -0.9873446900          7.527710e-02
400   -0.9900365100 -0.9671757000 -0.9693649200     -4.831118e-02     -1.754871e-01      3.803607e-01     -9.880513e-01     -9.764853e-01     -0.9834285100          1.925693e-01
401   -0.9967375500 -0.9874971400 -0.9812338400      2.254738e-01      2.269625e-01      2.630039e-01     -9.945962e-01     -9.876119e-01     -0.9836375200          4.224560e-01
402   -0.9951371400 -0.9844050800 -0.9856189200      5.045252e-01      4.158279e-01      6.604776e-01     -9.928203e-01     -9.826850e-01     -0.9836169800          4.221597e-01
403   -0.9953863000 -0.9860467200 -0.9885494300      2.232802e-01      2.934450e-01      6.345317e-01     -9.926778e-01     -9.848784e-01     -0.9843788000          4.262024e-01
404   -0.9952737500 -0.9850112800 -0.9912103500      3.176625e-01      3.681480e-01      4.482007e-01     -9.933576e-01     -9.850733e-01     -0.9896938700          2.931117e-01
405   -0.9041472000 -0.7808407300 -0.8343039200     -1.557345e-01      3.747673e-01      6.400783e-02     -9.197045e-01     -8.506637e-01     -0.9161521200         -2.471348e-02
406   -0.9740586500 -0.9193630100 -0.9487094000     -1.247001e-01     -3.883765e-01     -3.359343e-01     -9.713599e-01     -9.578197e-01     -0.9732672100          3.560231e-01
407   -0.9887013900 -0.9561661000 -0.9704512200     -5.500239e-03      5.345573e-02      5.941703e-01     -9.872617e-01     -9.698914e-01     -0.9770205900          1.913272e-01
408   -0.9947529800 -0.9757942800 -0.9839910300     -5.832559e-02      1.953252e-01      3.188732e-01     -9.939666e-01     -9.777673e-01     -0.9846822500          1.814563e-01
409   -0.9915852100 -0.9722509800 -0.9887207800     -3.691964e-02      1.814448e-01      3.414367e-01     -9.911703e-01     -9.739438e-01     -0.9878533500          5.485318e-02
410   -0.9905987100 -0.9641239100 -0.9798153300     -1.333717e-01     -3.657590e-03      2.373172e-01     -9.902089e-01     -9.696675e-01     -0.9823157900          1.751973e-01
411   -0.9863398000 -0.9706214100 -0.9821727800     -9.660475e-02     -1.364731e-02      1.801940e-01     -9.867332e-01     -9.753459e-01     -0.9850116900          2.877490e-01
412   -0.9822153200 -0.9509322700 -0.9770951900     -5.403821e-02     -4.645163e-02     -2.845633e-02     -9.811850e-01     -9.625506e-01     -0.9817847200          4.929786e-02
413   -0.9811918100 -0.9455422200 -0.9750354700     -2.925440e-01     -1.420815e-01      7.951413e-02     -9.813553e-01     -9.584972e-01     -0.9811280100         -1.426942e-02
414   -0.9753831600 -0.9485070600 -0.9516807800     -2.960958e-01     -7.432500e-03      3.517236e-01     -9.797030e-01     -9.569134e-01     -0.9537449300          8.093944e-02
415   -0.9788398100 -0.9575438100 -0.9566310600     -3.565854e-01      3.333723e-01      3.295543e-01     -9.808971e-01     -9.592019e-01     -0.9562289000         -6.655336e-02
416   -0.9789127500 -0.9644454000 -0.9722127700     -9.578057e-02      4.978868e-01      3.734438e-01     -9.837834e-01     -9.649970e-01     -0.9844207500          8.429990e-02
417   -0.9855802300 -0.9527753900 -0.9726643100      1.219880e-01      3.758104e-01      4.213129e-01     -9.804956e-01     -9.506790e-01     -0.9703939200          2.016543e-01
418   -0.9674934900 -0.9101314400 -0.9492725800     -2.888828e-01      3.717875e-02      1.057602e-01     -9.687647e-01     -9.183555e-01     -0.9519156300          4.057681e-03
419   -0.9465315400 -0.9261400200 -0.9502772500     -2.287638e-01      1.828906e-01      6.400438e-01     -9.524816e-01     -9.648611e-01     -0.9578243200          2.111403e-01
420   -0.9769597400 -0.9782063500 -0.9879971200     -3.183612e-02      2.243849e-01      3.842725e-01     -9.758986e-01     -9.791524e-01     -0.9858396100          3.520885e-01
421   -0.9871978500 -0.9858597800 -0.9913518200     -8.463184e-02      5.004310e-01      3.616491e-01     -9.851045e-01     -9.839772e-01     -0.9893571900          1.897259e-01
422   -0.9926111600 -0.9915537000 -0.9916202500      1.092681e-01      3.111408e-01      4.929330e-01     -9.898812e-01     -9.925860e-01     -0.9900484500          2.141259e-01
423   -0.9944867300 -0.9919978600 -0.9887944900      2.247028e-01      3.463022e-01      3.155101e-01     -9.913934e-01     -9.926695e-01     -0.9890323700          2.723604e-01
424   -0.9975196200 -0.9954251800 -0.9875334100      1.630940e-01      4.988839e-01      4.149059e-01     -9.960631e-01     -9.935972e-01     -0.9869144300          3.953275e-01
425   -0.9950427500 -0.9959207700 -0.9921033600     -1.283538e-01      4.351440e-01      3.917242e-01     -9.952111e-01     -9.942831e-01     -0.9904192600          1.688049e-01
426   -0.9928443000 -0.9933409900 -0.9957706400      3.856580e-02      2.003023e-01      1.643710e-01     -9.918974e-01     -9.934696e-01     -0.9957553100          1.124491e-01
427   -0.9938739200 -0.9919280600 -0.9972046900      1.115923e-01      3.299694e-01      2.774599e-01     -9.915263e-01     -9.919056e-01     -0.9963600900          3.394441e-01
428   -0.9900917300 -0.9905811400 -0.9879142600     -3.124580e-01      3.954934e-01      2.300403e-01     -9.914308e-01     -9.895997e-01     -0.9925661200          2.613838e-01
429   -0.9886543300 -0.9902175600 -0.9910103500     -2.142139e-01      5.223547e-01      7.540287e-02     -9.890329e-01     -9.885422e-01     -0.9929393300          1.195355e-01
430   -0.9854001300 -0.9840805700 -0.9853208400     -9.524891e-02      4.503101e-01      3.582360e-01     -9.871306e-01     -9.805904e-01     -0.9954010200          2.584892e-01
431   -0.9909666700 -0.9834117700 -0.9891871300     -1.000945e-01      5.145366e-01      1.752721e-01     -9.887604e-01     -9.787486e-01     -0.9896655000          3.611864e-01
432   -0.9944832800 -0.9900805000 -0.9895215100      2.061998e-02      4.617730e-01      8.591034e-01     -9.932270e-01     -9.883025e-01     -0.9878513600          3.430541e-01
433   -0.9950862400 -0.9910357700 -0.9962241200      2.477243e-01      3.118705e-01      4.773835e-01     -9.911953e-01     -9.890455e-01     -0.9956906000          6.240599e-01
434   -0.9943719300 -0.9901801800 -0.9933852400      4.567199e-02      4.674982e-01      4.946361e-01     -9.926190e-01     -9.883936e-01     -0.9903184900          2.497898e-01
435   -0.5397648100 -0.2066396000 -0.4743337900     -4.885551e-01      1.436276e-01      6.744236e-02     -6.067974e-01     -4.646682e-01     -0.6471674700         -2.803005e-01
436   -0.4781304600 -0.2851715300 -0.4942482000     -4.615593e-01     -7.420856e-02      1.939262e-01     -5.088821e-01     -4.046187e-01     -0.6255755600         -2.844158e-01
437   -0.4803536900 -0.2043655400 -0.5330069400     -2.667654e-01      3.043766e-01      2.191509e-01     -4.595253e-01     -3.163890e-01     -0.6354302900         -1.634967e-01
438   -0.4374154200 -0.1839368500 -0.4567924300     -3.112422e-01      1.257705e-01     -7.068162e-02     -4.138885e-01     -2.136261e-01     -0.5467269700         -2.354333e-01
439   -0.4956775000 -0.1831479100 -0.4568280300     -3.599316e-01      1.707527e-01     -4.377675e-02     -4.690943e-01     -2.092421e-01     -0.5828266700         -2.776539e-01
440   -0.4589327700 -0.2014278400 -0.4808692700     -2.981913e-01      1.876615e-01     -4.504935e-02     -4.153482e-01     -2.300493e-01     -0.5788124500         -1.818338e-01
441   -0.3678160900 -0.1646392900 -0.3610567600     -2.413815e-01      1.821594e-01      1.867286e-01     -2.801056e-01     -1.937465e-01     -0.4637314200          1.400864e-02
442   -0.3648550200 -0.1627774400 -0.4421395100     -2.193920e-01      7.773169e-02      1.783759e-01     -3.357265e-01     -2.240145e-01     -0.5310767000         -2.502031e-01
443   -0.3862600100 -0.1795369800 -0.4528908100     -1.162636e-01      3.793781e-01      6.927366e-02     -3.462483e-01     -2.507871e-01     -0.5144487500         -1.696482e-01
444   -0.2412666100 -0.1376829400 -0.3895799900     -3.418299e-01      7.302513e-02     -5.153205e-02     -2.200715e-01     -2.144321e-01     -0.5080336900         -3.921585e-01
445   -0.2640456100 -0.1355840600 -0.3972801400     -3.096660e-01      1.252647e-01     -4.887961e-02     -2.174793e-01     -1.737908e-01     -0.4993210100         -3.146365e-01
446   -0.4021283300 -0.1987227000 -0.4331647800     -3.220290e-01      1.215769e-01     -8.055915e-02     -3.706769e-01     -2.708096e-01     -0.5444926000         -2.781485e-01
447   -0.4317670400 -0.2203632100 -0.4217563300     -1.858519e-01      1.440356e-01      1.007372e-01     -3.630060e-01     -2.513174e-01     -0.5034587800         -6.977123e-02
448   -0.3604012500 -0.2087386200 -0.4025419700     -2.680548e-01      1.107108e-01      2.727151e-02     -3.292780e-01     -2.647774e-01     -0.4798394400         -1.885056e-01
449   -0.3111907000 -0.1816616800 -0.4043213600     -1.250984e-01      1.716782e-01     -5.865265e-02     -2.611673e-01     -1.954641e-01     -0.5302610100         -2.132942e-01
450   -0.4698897600 -0.1132393300 -0.4341222200     -2.173407e-01      2.131330e-01      1.421576e-03     -4.132190e-01     -9.865974e-02     -0.5128212300         -8.191618e-02
451   -0.5790940000 -0.2959138200 -0.5329515900     -1.778249e-01     -2.514653e-01     -3.658861e-01     -6.476702e-01     -4.666726e-01     -0.6815826900         -4.373297e-01
452   -0.4964787100 -0.2900340300 -0.5622693300     -3.411562e-01      1.131695e-02     -8.652582e-02     -5.451003e-01     -3.721645e-01     -0.6569604100         -3.757681e-01
453   -0.4513396600 -0.2273232900 -0.5037293700     -2.335785e-01      1.169517e-01     -9.451341e-02     -4.365928e-01     -2.659888e-01     -0.6097518400         -2.662557e-01
454   -0.2594785900 -0.0503283050 -0.4453731600     -2.153586e-01      2.344886e-01     -1.397669e-01     -2.679030e-01     -1.432213e-01     -0.5713142300         -2.530041e-01
455   -0.0816419580  0.0486978980 -0.3679826100     -8.214480e-03      3.370928e-02     -1.254563e-03     -1.575046e-01     -5.149186e-02     -0.4889519000         -1.590016e-01
456   -0.0713156600 -0.0989825850 -0.2828980300      3.417925e-02      2.728126e-01      3.667041e-01     -5.982355e-02     -1.487583e-01     -0.3801218700         -1.571086e-01
457   -0.2404834700 -0.0861165940 -0.3156036300     -2.249925e-01      2.330085e-01      1.656117e-01     -1.777447e-01     -1.974289e-01     -0.3981411500          2.311455e-02
458   -0.2654125300 -0.1154881900 -0.4402875600     -9.998387e-02      5.981397e-02      9.080674e-02     -2.813471e-01     -1.738392e-01     -0.5086009900         -1.638194e-01
459   -0.2507151500  0.0829083620 -0.2999843900     -2.264983e-01      6.138601e-01      3.544934e-01     -2.097872e-01     -1.517529e-01     -0.4503157700          8.967032e-02
460   -0.1870751300  0.0452479550 -0.3673074100     -2.420320e-01      8.647352e-02      1.088663e-01     -1.492025e-01      3.925845e-02     -0.4719039000         -2.103828e-01
461   -0.2226103400  0.0935389970 -0.4592135700     -1.511278e-01      4.012077e-01      6.143941e-02     -1.632526e-01     -3.692786e-02     -0.5514071200         -4.369316e-02
462   -0.3044830400 -0.1300478800 -0.4447047800     -2.538388e-01      8.302164e-02      4.978594e-02     -2.727012e-01     -1.680389e-01     -0.5213024600         -9.826004e-02
463   -0.3698598800 -0.0657839010 -0.4477623400     -3.219190e-01      1.396413e-01      9.910205e-02     -3.502645e-01     -1.371476e-01     -0.5176737900         -2.122330e-02
464   -0.3655861000  0.0454836590 -0.4865788600     -2.672927e-01      1.813921e-01      1.645947e-01     -3.377610e-01      3.694449e-02     -0.5600720000         -1.511608e-01
465   -0.4077016100 -0.0135169880 -0.4216355000     -2.163042e-01      2.574888e-01      1.312389e-01     -3.527189e-01      2.015604e-02     -0.4701845100         -1.118158e-01
466   -0.0863198590 -0.1381678400 -0.5535523500     -3.165687e-01      1.425865e-01     -1.715004e-01     -1.254022e-01     -2.676747e-01     -0.6569983000         -7.990228e-02
467   -0.1024201300 -0.0180282190 -0.5146676600     -4.562878e-01      3.608382e-02     -3.602950e-02     -1.525827e-01     -1.714403e-01     -0.6121950600         -2.817763e-01
468   -0.1803059800  0.0175373120 -0.5034120700     -3.569399e-01      1.389791e-01     -1.120189e-01     -2.602876e-01     -1.815366e-01     -0.6148431900         -4.097422e-01
469   -0.1842692500 -0.2025756300 -0.4756615300     -4.066168e-01     -6.101940e-02     -2.763293e-01     -2.055608e-01     -3.268091e-01     -0.6402690500         -2.825867e-01
470   -0.0664594720 -0.1628615800 -0.5356331800     -4.753479e-01     -1.274198e-01      3.491533e-03     -1.159787e-01     -3.049963e-01     -0.6499959800         -3.396298e-01
471   -0.1476097700 -0.1719803900 -0.5052595000     -4.528781e-01      1.523852e-03     -1.460877e-01     -2.349154e-01     -2.696926e-01     -0.6395445500         -4.301652e-01
472   -0.0557925680 -0.0983007230 -0.5034018100     -3.386317e-01      1.632528e-01     -1.829857e-01     -1.779308e-01     -2.220228e-01     -0.6253284500         -3.304821e-01
473   -0.1030407700 -0.2081793800 -0.5166420100     -5.256269e-01     -7.550825e-02      9.799731e-03     -1.971779e-01     -3.053889e-01     -0.6552546300         -2.930304e-01
474   -0.1341635300  0.0049750578 -0.3636184700     -1.899091e-01     -4.766252e-02      4.642530e-03     -1.818693e-01     -1.127665e-01     -0.5696755300         -1.823817e-01
475   -0.0641074830  0.1147429700 -0.2912413700     -3.859978e-01      7.470143e-02     -9.720184e-02     -7.495936e-02     -1.873086e-02     -0.4236230700         -2.054551e-01
476   -0.0385935450  0.2329025700 -0.3557708400     -1.080561e-01      6.387313e-02      1.973394e-03     -8.340149e-02      1.479702e-01     -0.4510777800         -2.170376e-01
477   -0.2915886900  0.1110183600 -0.4867403300     -3.179094e-01      1.135418e-01      2.557582e-03     -2.793245e-01      1.297030e-02     -0.5832110000         -8.146533e-02
478   -0.0849886440  0.0339520960 -0.5394713500     -5.749586e-01     -1.038561e-01     -5.156884e-02     -2.197452e-01     -1.420241e-01     -0.6260732700         -3.813668e-01
479   -0.0373571640  0.1916006000 -0.5013239400     -4.530307e-01      2.398682e-01      2.226544e-03     -1.201649e-01      3.392359e-03     -0.5314624400         -2.522016e-01
480    0.0408810890  0.1111252900 -0.3138751000     -3.460280e-01      6.098961e-02     -7.148854e-02      3.386881e-02     -5.451888e-02     -0.5129504300         -1.921373e-01
481    0.2288877000  0.2638255900 -0.3811813000     -2.605904e-01      8.041769e-02     -1.491058e-01      1.504532e-01      1.130730e-01     -0.5245033700         -2.674177e-01
482    0.4282491300  0.4559516000 -0.3167657000     -2.957946e-01      1.594171e-01     -9.572834e-02      4.630873e-01      3.888869e-01     -0.4501652700         -2.596343e-01
483    0.2502898300  0.2500073100 -0.3676655100     -1.955665e-01     -5.251571e-02      1.725241e-01      2.384672e-01      1.056239e-01     -0.4560045900         -7.046083e-02
484    0.2435239000  0.1475051100 -0.4128909500     -3.062454e-01     -6.835385e-02      1.717216e-01      1.709688e-01     -1.581474e-02     -0.4682926700         -1.005550e-01
485    0.1288487200  0.1968719100 -0.3365750300     -3.728996e-01      6.072151e-02     -1.501423e-02      8.583861e-03      1.300275e-02     -0.5280483100         -3.416107e-01
486    0.0762437650  0.1867341800 -0.2369529700     -3.759567e-01      1.114472e-01     -3.357632e-01      1.455691e-02      1.216994e-01     -0.4591349000         -3.602292e-01
487    0.2416917000  0.4111760000 -0.1173378800     -2.705399e-01      2.566801e-01      2.228110e-02      2.972879e-01      3.269220e-01     -0.2841677300         -4.743828e-02
488    0.4569000600  0.4741197800 -0.1853334700     -2.848294e-01      1.322882e-01     -2.719317e-02      5.367677e-01      3.734384e-01     -0.3253983000         -1.571961e-01
489   -0.5532467200 -0.2165798200 -0.5963064700     -5.597955e-01      7.577576e-02     -4.501717e-01     -6.025968e-01     -5.181332e-01     -0.7422328000         -2.397607e-01
490   -0.5280191700 -0.2707179300 -0.5948230700     -5.051120e-01     -1.137812e-01     -5.363883e-01     -5.846124e-01     -5.046029e-01     -0.7538913900         -3.594598e-01
491   -0.5166848300 -0.2811039200 -0.5945334900     -4.017272e-01     -2.062590e-01     -2.805245e-01     -5.803349e-01     -4.817244e-01     -0.7518089100         -3.710238e-01
492   -0.4435314200 -0.2524121600 -0.6305837000     -5.786945e-01      5.300854e-02     -3.399500e-01     -5.191194e-01     -4.669007e-01     -0.7411280100         -2.377132e-01
493   -0.4372100600 -0.1451320800 -0.5855887000     -5.703955e-01      2.110073e-02     -4.273325e-01     -5.309897e-01     -3.957603e-01     -0.7250409300         -3.849322e-01
494   -0.4554603700 -0.1645085500 -0.5265498300     -5.911771e-01     -1.834790e-01      8.522288e-02     -5.655316e-01     -4.036678e-01     -0.7327228200         -3.462848e-01
495   -0.4174789100 -0.2513385900 -0.5733100300     -6.055198e-01     -1.732470e-01     -3.432165e-01     -5.142973e-01     -4.850348e-01     -0.7601594600         -3.352197e-01
496   -0.3802273700 -0.1871845300 -0.6144056300     -4.585421e-01     -2.139457e-01     -3.590412e-01     -5.230686e-01     -3.887829e-01     -0.7759521800         -3.716712e-01
497   -0.4467140100 -0.1626669900 -0.4988860300     -4.306879e-01     -4.103875e-02     -2.639526e-01     -5.888330e-01     -4.198655e-01     -0.7976796900         -3.005051e-01
498   -0.3902668700  0.0448898700 -0.4099599400     -3.846293e-01     -3.253651e-02     -1.569596e-01     -5.414608e-01     -1.818921e-01     -0.6075536700         -4.298159e-01
499   -0.4545154600  0.1433425000 -0.4790983100     -4.334326e-01      1.834731e-01     -3.432338e-01     -4.910341e-01     -7.808018e-02     -0.7039161100         -1.462602e-01
500   -0.3826514000  0.2680667000 -0.4082866200     -1.510548e-01     -3.726784e-02      1.548750e-01     -4.693377e-01     -1.669301e-02     -0.6078270400         -5.897844e-02
501   -0.3648255200  0.0779188310 -0.4578644200     -5.158200e-01      4.868313e-01     -3.329563e-01     -4.193911e-01     -1.335544e-01     -0.6371819200         -9.339868e-02
502   -0.3594921000 -0.2018981200 -0.5309106700     -3.780551e-01     -1.193863e-01     -2.724347e-01     -3.793442e-01     -3.597234e-01     -0.6867268600         -2.012925e-01
503   -0.3765061200 -0.0658876550 -0.5354309700     -5.316403e-01     -6.024770e-03     -1.023379e-01     -4.188368e-01     -2.097932e-01     -0.6536561500         -2.423984e-01
504   -0.3561515000  0.0133065440 -0.4183497300     -6.072267e-01      2.176346e-02      7.321262e-02     -4.718011e-01     -2.040822e-01     -0.6100806000         -3.947577e-01
505   -0.3928159300 -0.0716334490 -0.4778115700     -5.278918e-01     -1.582516e-01     -3.070473e-01     -4.888729e-01     -3.117073e-01     -0.6286937600         -3.144351e-01
506   -0.4307347400 -0.0304563830 -0.4377701500     -4.522368e-01     -1.121203e-01     -3.123290e-01     -4.983466e-01     -2.472505e-01     -0.6470585600         -1.442176e-01
507   -0.3608349800 -0.1203202800 -0.4854328200     -6.717908e-01     -9.241235e-02     -3.127455e-01     -4.883306e-01     -2.817103e-01     -0.6939806900         -3.897797e-01
508   -0.4062506200 -0.1071377100 -0.4789355200     -4.353087e-01     -2.317749e-01     -1.070910e-01     -5.394676e-01     -3.305725e-01     -0.6520193100         -2.354591e-01
509   -0.3630377700 -0.0291660230 -0.4932620800     -5.281497e-01     -2.347434e-01     -2.883229e-01     -4.589101e-01     -2.416496e-01     -0.6299637100         -3.285650e-01
510   -0.3579268200 -0.0177851860 -0.4361627700     -6.457713e-01     -1.823500e-01      1.166721e-01     -4.626034e-01     -2.495164e-01     -0.6344587600         -4.043785e-01
511   -0.3928013600 -0.0622621410 -0.5809639000     -4.495013e-01     -1.771945e-01     -2.847804e-01     -4.327589e-01     -3.076944e-01     -0.7007814600         -2.219268e-01
512   -0.2545355900  0.0278380080 -0.4138741400     -6.286061e-01     -1.708713e-01     -9.902038e-02     -3.878704e-01     -2.296364e-01     -0.6566880500         -3.526736e-01
513   -0.2776384600 -0.0342715320 -0.4670589700     -6.093115e-01     -4.752654e-02     -2.611770e-01     -3.918019e-01     -1.925914e-01     -0.6412049900         -3.495242e-01
514   -0.2489504200 -0.0669655450 -0.5559717900     -4.575568e-01     -1.376590e-01     -3.411468e-01     -4.297103e-01     -2.628542e-01     -0.7095272700         -4.920563e-01
515   -0.2734193600  0.1973786800 -0.5444160300     -6.824374e-01     -1.339609e-01     -3.465456e-01     -4.276050e-01     -3.698288e-03     -0.6859918300         -4.354477e-01
516   -0.0940398770  0.2113147900 -0.4504847000     -2.014715e-01     -1.556503e-01     -2.058303e-01     -3.574417e-01     -1.664152e-04     -0.6628343200         -4.346935e-01
517   -0.2808737200  0.0730408080 -0.4828394100     -4.385025e-01     -1.634401e-01      5.416461e-03     -4.663986e-01     -2.363238e-01     -0.6265279500         -4.510215e-01
518   -0.2588157500 -0.0468658890 -0.4447044800     -3.524711e-01     -2.408838e-01     -3.243449e-01     -4.858234e-01     -2.356401e-01     -0.6106674400         -4.973681e-01
519   -0.3490559700  0.1399181100 -0.3955281700     -4.637950e-01      1.400186e-01     -1.427795e-01     -4.209396e-01     -2.032452e-01     -0.6324994400         -2.707048e-01
520   -0.3137036100  0.1034017500 -0.4620738900     -3.259756e-01     -1.694669e-01     -1.695766e-01     -4.019640e-01     -1.235135e-01     -0.6172801600         -3.267093e-01
521   -0.2947313200  0.1223559200 -0.4350102100     -6.625394e-01      9.019642e-02     -3.015720e-01     -4.297047e-01     -1.321714e-01     -0.6097230500         -4.038321e-01
522   -0.1780474100  0.2220547100 -0.4551989700     -4.449083e-01     -1.627631e-01     -3.097803e-01     -4.016383e-01     -5.527375e-02     -0.6114650500         -6.060296e-01
523   -0.9201805200 -0.8862999700 -0.6494641000      2.426695e-02     -3.492266e-02     -2.693149e-01     -9.035853e-01     -9.532987e-01     -0.9023458700          3.045779e-01
524   -0.9653751000 -0.9257696800 -0.9036638200      2.334104e-01      3.240530e-01     -3.778738e-01     -9.509792e-01     -9.143375e-01     -0.9709729400          4.626897e-01
525   -0.9435263700 -0.8842273700 -0.9528586600      3.528479e-01      1.844484e-02      2.563747e-01     -9.165134e-01     -9.067272e-01     -0.9646419200          4.711151e-01
526   -0.9343449800 -0.9018302900 -0.9607839900      1.124447e-01     -1.016310e-02      1.362070e-01     -9.157037e-01     -9.308468e-01     -0.9668468600          2.558658e-01
527   -0.9561428800 -0.9305247500 -0.9673648200     -3.353511e-01     -4.921446e-01     -4.771351e-02     -9.600551e-01     -9.643302e-01     -0.9750118400         -2.768732e-01
528   -0.9788398200 -0.9355980300 -0.9679874100     -3.888309e-01     -6.241289e-01     -1.733333e-01     -9.806854e-01     -9.695848e-01     -0.9799866500         -1.570588e-01
529   -0.9907060500 -0.9614308300 -0.9773139600     -2.830130e-01     -3.556034e-01     -1.027270e-01     -9.912632e-01     -9.837775e-01     -0.9861175000          4.018236e-02
530   -0.9967277400 -0.9827348800 -0.9892049300      3.088029e-02      4.912985e-02      2.285504e-01     -9.953957e-01     -9.913248e-01     -0.9895372900          4.911210e-01
531   -0.9968763000 -0.9859532900 -0.9809983100      1.104957e-01      1.529022e-01     -1.830067e-01     -9.956627e-01     -9.916907e-01     -0.9920939900          5.526801e-01
532   -0.9958699800 -0.9821802200 -0.9874114600     -1.377094e-01     -1.719482e-01     -2.048305e-01     -9.957574e-01     -9.877311e-01     -0.9934736500          1.858810e-01
533   -0.9945503900 -0.9793269800 -0.9908821800      1.709720e-01      5.759686e-02     -4.580123e-02     -9.950450e-01     -9.858684e-01     -0.9945949400          1.649354e-01
534   -0.9973595300 -0.9936091100 -0.9887310900      1.077174e-01      3.323686e-01      1.055949e-01     -9.960814e-01     -9.926215e-01     -0.9908655500          1.953034e-01
535   -0.9971920400 -0.9905489300 -0.9890595800      5.115630e-02      1.015042e-01      2.831923e-01     -9.970204e-01     -9.956597e-01     -0.9893079400          2.548739e-01
536   -0.9976408100 -0.9896044600 -0.9906218700     -1.169677e-01     -1.547628e-01      1.536923e-01     -9.981492e-01     -9.943411e-01     -0.9917722100          1.825838e-01
537   -0.8913783400 -0.7294553700 -0.7309196600     -1.297111e-01     -1.316827e-01     -8.059494e-01     -9.184831e-01     -8.451514e-01     -0.9168718300         -2.728075e-01
538   -0.8377312400 -0.8360734200 -0.8647152700     -2.738972e-01     -3.857849e-01     -6.041619e-01     -8.419851e-01     -9.011415e-01     -0.9458681100         -3.144091e-01
539   -0.8310558100 -0.7891224900 -0.8708358200     -2.537021e-01     -1.463187e-01      2.744496e-01     -8.251713e-01     -8.473484e-01     -0.9263078100         -3.868160e-01
540   -0.9055476300 -0.7642215000 -0.9008681700      3.901666e-03     -1.398654e-01     -9.791883e-02     -8.855437e-01     -8.452787e-01     -0.9218006300         -4.557639e-02
541   -0.9568447100 -0.8964522700 -0.9236327900     -5.393156e-03     -5.329569e-02      3.725281e-01     -9.566953e-01     -9.236433e-01     -0.9671014200         -1.354765e-01
542   -0.9780544500 -0.8643449400 -0.9404062900     -4.744996e-01     -3.808087e-01     -2.960594e-02     -9.818898e-01     -9.349379e-01     -0.9682745600         -2.644017e-01
543   -0.9705550800 -0.8549383500 -0.9381887500     -4.183732e-01     -4.279807e-01     -1.207651e-01     -9.730725e-01     -9.105898e-01     -0.9645656800         -2.977943e-01
544   -0.9769813800 -0.8852153800 -0.9261536700     -3.388263e-01     -1.351573e-01     -1.097550e-01     -9.775340e-01     -9.286555e-01     -0.9647839300         -2.064062e-01
545   -0.9791137500 -0.9392292900 -0.9506393100     -3.874454e-01     -3.026942e-01     -1.722874e-01     -9.763197e-01     -9.600977e-01     -0.9686551000         -1.305211e-01
546   -0.9595626100 -0.9131888200 -0.9529244500     -1.492851e-01     -1.027857e-01      4.993878e-02     -9.588580e-01     -9.457849e-01     -0.9674182800         -2.140801e-01
547   -0.9640776900 -0.9289373400 -0.9569590400     -2.101645e-01     -3.009801e-01     -2.151141e-01     -9.626562e-01     -9.515323e-01     -0.9712626500          2.910123e-02
548   -0.9793941500 -0.9471442200 -0.9709805700     -8.590873e-02     -3.376708e-01     -3.611710e-02     -9.781126e-01     -9.652587e-01     -0.9782468200          1.393330e-02
549   -0.9836575300 -0.9491055700 -0.9834752000     -2.120589e-01     -2.860762e-01      1.615612e-01     -9.826851e-01     -9.669339e-01     -0.9847308400         -1.015951e-01
550   -0.9955302700 -0.9848665100 -0.9852523300      1.822187e-01      2.594723e-01      3.295793e-01     -9.936904e-01     -9.835863e-01     -0.9856504200          3.281597e-01
551   -0.9911510700 -0.9491289400 -0.9875336100      3.575837e-02     -3.258114e-01      4.275122e-01     -9.891087e-01     -9.771505e-01     -0.9859859100          1.397325e-01
552   -0.9888074300 -0.9443399000 -0.9851302600     -2.088241e-01     -5.051301e-01      1.917655e-01     -9.891946e-01     -9.786795e-01     -0.9876873500          1.370519e-01
553   -0.9437973600 -0.3966445000 -0.6663412700     -5.153376e-01     -7.658116e-02     -9.021054e-02     -9.514006e-01     -8.760547e-01     -0.9340477900         -3.585449e-02
554   -0.9666409800 -0.8972674600 -0.8654886600     -1.916128e-01     -2.162640e-01     -6.316130e-02     -9.749057e-01     -9.379803e-01     -0.9683600500          9.188306e-02
555   -0.9869971300 -0.9453031600 -0.9547059800      8.388420e-02     -3.703786e-02     -3.530284e-01     -9.869538e-01     -9.672702e-01     -0.9883525700          2.467206e-01
556   -0.9932813500 -0.9849874400 -0.9696925000      1.513673e-01      2.908156e-02      3.898000e-01     -9.920623e-01     -9.885021e-01     -0.9915171100          3.314324e-01
557   -0.9950469400 -0.9930313300 -0.9916691600      2.166024e-01      2.417990e-01      2.430102e-01     -9.937612e-01     -9.929589e-01     -0.9911077600          4.094898e-01
558   -0.9959664200 -0.9953886400 -0.9912293700      8.759115e-02      3.514857e-01      2.998972e-01     -9.950747e-01     -9.943702e-01     -0.9913891200          2.946331e-01
559   -0.9958840100 -0.9934594600 -0.9907338100      2.094833e-02      4.124289e-01      1.854595e-02     -9.945697e-01     -9.913045e-01     -0.9928936000          2.026740e-01
